name,address,phone,email,website,hours,services,brands,languages,payment,rating,reviews,additional,Latitude,Longitude
,Garage Grasges Prekich 86 Route dEttelbruck L-9230 Diekirch Dikrech,,,,Winsfeld 10920 CPen Monday to 0730,"Le garage Grasges a Diekirch vous propose Service aprés-vente pour les marques Fiat, Fiat Pro, Abarth, Alfa",,,,,4.0,"Romeo et Jeep,Mécanique et carrosserie toutes marques,Location de véhicules,Stockage de vos pneus hiver été,Ringage boite de vitesse,Passage...",,
,canace 1 Zone Industrielle Hahneboesch L-4562 Differdange Déifferdang,,,,. Monday to 0730,"gamme complete des véhicules et utilitaires KIA, MAZDA, MAXUS et Fuso.Le Garage Binsfeld vous invite également a venir découvrir sa gamme de... Garage Tyres Automobile  KIA",,,,,4.0,,,
,Ginsfeld 15 Rue de Noertzange L-3860 Schifflange Schéffleng,,,,Monday to 0730,découvrir sa gamme de véhicules doccasions... Garage Tyres Automobile  KIA Garage Nordstad Carrosserie Sarl,,,,,4.0,,,
,30 Route dEttelbruck L-9230 Diekirch Dikrech,,,,PIANARO Monday to 0800,entiérement rénové est aménagé avec de outillage et des machines modernes...,,,,3.0,4.0,,,
,GARAGE 19 Avenue du X Septembre L-2551 Luxembourg Létzebuerg,,,,,Garage Motor vehicle inspection service Electric motorcar equipment,,,,,4.0,de la marque Bosch. Plus de... Autorecycling Gillen casse-auto Gilcar,,
,1 Rue de Kahler L-8362 Grass Grass,,,,Monday to 0730,"We buy damaged cars, with broken engine broken gearbox electrical and electronics problemes.We remove your scap cars free of charge Garage Scrap yard Auto recycling Cars - Breakers yards",,,,,4.0,,,
,34 Rue de Luxembourg L-7733 Colmar-Berg Colmer-Bierg,,,,Monday to 0900,"Bienvenue chez Garage M-CarTec Sarl, votre partenaire de confiance pour tous vos besoins en matiére dautomobile. Spécialistes en carrosserie, mécanique toutes marques, lavage et car detailing et bien Garage Vehicle wash Car bodies",,,,6.0,3.0,,,
,21 Rue Robert Krieps L-4702 Pétange Péiteng,,,,Monday to 0730,"etc., tous entiérement révisés avant de... Garage Véhicule sale Engines - Overhauling",,,,3.0,4.0,,,
,59 Munnereferstrooss L-5750 Frisange Fréiseng,,,,Monday to 0800,lentretien et la reparation de véhicules.... Garage Véhicule sale Guarding and surveillance,,,,,4.0,,,
,8 B Route de Longwy L-8080 Bertrange Bartreng,,,,____ Monday to 0800,Garage Motor vehicle inspection service Car bodies,,,,,4.0,"Bienvenue chez INTINI, votre distributeur exclusif Maserati au Luxembourg et dans la Grande-Région. Découvrez toute la gamme Maserati au sein de notre concession, et partagez notre passion des automobiles italiennes.Nos belles italiennes méritaient... Garage Auto-Rallye Da Silva Sarl",,
,8 Millewee L-7257 Walferdange Walfer,,,,,"Le Garage Auto-rallye Da Silva basé a Walferdange, est le distributeur officiel de la marque Suzuki. Toute la gamme Suzuki en exposition permanente ainsi quun vaste choix de véhicules doccasion avec... Garage Tyres Tyres for vehicles",,,,,,,,
